gameTitle,platform,Publisher,developer,ReleaseDate
Tournament of Legends    Read the review,Wii,Sega,High Voltage Software,06/07/2010
Nursery Mania,DS,Zoo Games,Collision Studios,06/07/2010
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,Alchemist,Will,08/07/2010
The Garfield Show: Threat of the Space Lasagna,Wii,Unknown,EKO System,08/07/2010
Crusader Kings: Complete Pack,PC,Paradox Interactive,Paradox Interactive,09/07/2010
Pro Cycling Manager Season 2010: Le Tour de France,PC,Focus Home Interactive,Cyanide Studio,09/07/2010
Pro Cycling Season 2010: Le Tour de France,PSP,Focus Home Interactive,Cyanide Studio,09/07/2010
NCAA Football 11    Read the review,PS3,EA Sports,EA Tiburon,13/07/2010
NCAA Football 11,PS2,EA Sports,EA Tiburon,13/07/2010
Paws & Claws: Regal Resort,DS,THQ,Independent Arts Software,13/07/2010
Dragon Quest Monsters: Battle Road Victory,Wii,Square Enix,Armor Project/Bird Studio,15/07/2010
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,Nintendo,Intelligent Systems,15/07/2010
Jikkyou Powerful Pro Yakyuu 2010,PS3,Konami,PawaPuro Production,15/07/2010
Jikkyou Powerful Pro Yakyuu 2010,PSP,Konami,PawaPuro Production,15/07/2010
Last Ranker,PSP,Capcom,imageepoch Inc.,15/07/2010
Busou Shinki: Battle Masters,PSP,Konami,Konami,15/07/2010
Mahjong: Journey Quest for Tikal,DS,Mumbo Jumbo,Cerasus Media,20/07/2010
Cats & Dogs: The Revenge of Kitty Galore,DS,505 Games,Warner Bros. Interactive Entertainment,20/07/2010
Little League World Series Baseball 2010,X360,Activision,Now Production,20/07/2010
Little League World Series Baseball: Double Play,Wii,Activision,Now Production,20/07/2010
Animal Planet: Vet Collection,DS,Activision,Activision,20/07/2010
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,Hudson Soft,Hudson Soft,22/07/2010
Ken to Mahou to Gakuen Mono. 2G,PS3,Acquire,ZeroDiv,22/07/2010
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,Square Enix,Taito Corporation,22/07/2010
BlazBlue: Continuum Shift,X360,Aksys Games,Arc System Works,27/07/2010
Chuck E. Cheese's Party Games,Wii,UFO Interactive,Tommo,27/07/2010
Clash of the Titans: The Videogame    Read the review,X360,Namco Bandai,Game Republic,27/07/2010
Kamen Rider Battle: Ganbaride Card Battle Taisen,DS,Namco Bandai,Bandai Namco Games,29/07/2010
Metal Max 3,DS,Enterbrain,Crea-Tech,29/07/2010
Koisuru Otome to Shugo no Tate Portable,PSP,Alchemist,Alchemist,29/07/2010
Memories Off: Yubikiri no Kioku,X360,5pb,5pb. Games,29/07/2010
Strike Witches: Shirogane no Tsubasa,X360,CyberFront,CyberFront,29/07/2010
S.Y.K: Shinsetsu Saiyuuki Portable,PSP,Idea Factory,Idea Factory,29/07/2010
"Second Novel: Kanojo no Natsu, 15-Bun no Kioku",PSP,Nippon Ichi Software,Nippon Ichi Software,29/07/2010
Commander: Conquest of the Americas    Read the review,PC,Paradox Interactive,Nitro Games,30/07/2010
Disney Sing It: Family Hits,PS3,Disney Interactive Studios,Zoe Mode,03/08/2010
Dora's Big Birthday Adventure,DS,2K Play,"Black Lantern Studios, Inc.",03/08/2010
StormLover,PSP,D3 Publisher,Vridge,04/08/2010
J-League Winning Eleven 2010: Club Championship,PS2,Konami,Konami,05/08/2010
Battle Spirits: Digital Starter,DS,Namco Bandai,Bandai Namco Games,05/08/2010
Madden NFL 11    Read the review,PS3,EA Sports,EA Tiburon,10/08/2010
Madden NFL 11,PS2,EA Sports,EA Tiburon,10/08/2010
Galactic Taz Ball,DS,Warner Bros. Interactive,WayForward Technologies,10/08/2010
Kazoku Keikaku,PSP,CyberFront,CyberFront,12/08/2010
Burn Zombie Burn!,PC,P2 Games,Doublesix,12/08/2010
Freddie Flintoff's Powerplay Cricket,DS,Tradewest,Playerone Sport,13/08/2010
Dawn of Heroes,DS,Majesco,Wicked Studios,17/08/2010
Lilpri DS: Hime-Chen! Apple Pink,DS,Sega,Sega,19/08/2010
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,Idea Factory,Idea Factory,19/08/2010
We Sing Encore,Wii,Nordic Games,Le Cortex,20/08/2010
Hidden Mysteries: Vampire Secrets,PC,GameMill,Gunnar Games,20/08/2010
Mafia II,X360,2K Games,Illusion Softworks,24/08/2010
Dreamworks 2-in-1 Party Pack,DS,Activision,Activision,24/08/2010
Grease,DS,505 Games,Big Head Games,24/08/2010
Ivy the Kiwi?,Wii,Xseed Games,PROPE,24/08/2010
Ivy the Kiwi?    Read the review,DS,Xseed Games,PROPE,24/08/2010
Little Bears,DS,Zoo Games,B-Alive,24/08/2010
The Bachelor: The Videogame,Wii,Warner Bros. Interactive,Warner Bros. Interactive Entertainment,25/08/2010
The Bachelor: The Videogame,DS,Warner Bros. Interactive,Warner Bros. Interactive Entertainment,25/08/2010
MonHun Nikki: Poka Poka Ailu Mura,PSP,Capcom,From Software,26/08/2010
Hakuouki: Zuisouroku Portable,PSP,Idea Factory,Idea Factory,26/08/2010
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,D3 Publisher,Mobilero,26/08/2010
Nisenochigiri,PSP,Idea Factory,Idea Factory,26/08/2010
Sakura Sakura: Haru Urara,PSP,GN Software,GN Software,26/08/2010
Rabbids Party Collection,Wii,Ubisoft,Ubisoft Montpellier,27/08/2010
Metroid: Other M    Read the review,Wii,Nintendo,Nintendo SPD Production Group 1/Team Ninja,31/08/2010
Disney Guilty Party    Read the review,Wii,Disney Interactive Studios,Wideload Games,31/08/2010
Farmtopia,DS,505 Games,505 Games,31/08/2010
Horrid Henry: Missions of Mischief,DS,SouthPeak Interactive,Asylum Entertainment,31/08/2010
Camp Rock: The Final Jam,DS,Disney Interactive Studios,Disney Interactive Studios,31/08/2010
My First Dollhouse,DS,505 Games,505 Games,31/08/2010
Tale of a Hero,PC,Daedalic,Future Games,31/08/2010
Horrid Henry: Missions of Mischief,Wii,SouthPeak Interactive,Asylum Entertainment,31/08/2010
Mean Girls,DS,505 Games,505 Games,31/08/2010
Battlefield: Bad Company 2 Ultimate Edition,X360,Electronic Arts,EA Digital Illusions CE,31/08/2010
Battlefield: Bad Company 2 Ultimate Edition,PS3,Electronic Arts,EA Digital Illusions CE,31/08/2010
Horrid Henry: Missions of Mischief,PC,SouthPeak Interactive,Asylum Entertainment,31/08/2010
Bleach: Heat the Soul 7,PSP,Sony Computer Entertainment,Eighting,02/09/2010
Nintama Rantarou: Gakunen Taikousen Puzzle! no Dan,DS,Russel,Russel,02/09/2010
Start the Party!,PS3,Sony Computer Entertainment,Supermassive Games Ltd.,07/09/2010
NHL 11    Read the review,PS3,EA Sports,EA Canada,07/09/2010
R.U.S.E.,PS3,Ubisoft,Eugen Systems,07/09/2010
Spider-Man: Shattered Dimensions,PS3,Activision,Beenox Studios,07/09/2010
NHL Slapshot    Read the review,Wii,EA Sports,EA Canada,07/09/2010
Tom Clancy's HAWX 2,X360,Ubisoft,Ubisoft Bucharest,07/09/2010
R.U.S.E.,X360,Ubisoft,Eugen Systems,07/09/2010
R.U.S.E.,PC,Ubisoft,Eugen Systems,07/09/2010
UFC Undisputed 2010,PSP,THQ,Yuke's Future Media Creators,07/09/2010
Spider-Man: Shattered Dimensions,DS,Activision,Beenox Studios,07/09/2010
The Sims 3: Fast Lane Stuff,PC,Electronic Arts,EA Redwood Shores,07/09/2010
One Piece: Gigant Battle!,DS,Namco Bandai,Ganbarion,09/09/2010
Vitamin X Evolution Plus,PSP,D3 Publisher,HuneX,09/09/2010
Halo: Reach    Read the review,X360,Microsoft Game Studios,Bungie,14/09/2010
Scooby-Doo! and the Spooky Swamp,Wii,Warner Bros. Interactive,Torus Games,14/09/2010
Deer Drive,DS,Mastiff,SCS Software,14/09/2010
Scooby-Doo! and the Spooky Swamp,DS,Warner Bros. Interactive,Torus Games,14/09/2010
Racquet Sports,PS3,Ubisoft,Asobo Studio,14/09/2010
Scooby-Doo! and the Spooky Swamp,PS2,Warner Bros. Interactive,Torus Games,14/09/2010
The Lord of the Rings: Aragorn's Quest,PS3,Warner Bros. Interactive,TT Fusion,14/09/2010
The Lord of the Rings: Aragorn's Quest,PSP,Warner Bros. Interactive,TT Fusion,14/09/2010
Gladiator Begins,PSP,Aksys Games,Acquire,14/09/2010
Legend of the Guardians: The Owls of Ga'Hoole,DS,Warner Bros. Interactive,Tantalus Interactive,14/09/2010
Legend of the Guardians: The Owls of Ga'Hoole,Wii,Warner Bros. Interactive,Krome Studios,14/09/2010
The Lord of the Rings: Aragorn's Quest,DS,Warner Bros. Interactive,Headstrong Games,14/09/2010
Cabela's North American Adventures,X360,Activision,Activision,14/09/2010
Truth or Lies,PS3,THQ,Big Ant Studios,14/09/2010
Cabela's North American Adventures,PS2,Activision,Activision,14/09/2010
Alpha and Omega,DS,Storm City Games,Sparkworkz,14/09/2010
The Lord of the Rings: Aragorn's Quest,PS2,Warner Bros. Interactive,TT Fusion,14/09/2010
Patrician IV,PC,Kalypso,Gaming Minds Studios,14/09/2010
Greg Hastings Paintball 2,PS3,Majesco,Super X Studios,14/09/2010
Swords,Wii,Majesco,Panic Button,14/09/2010
Wild West Shootout,Wii,Zoo Games,FrontLine Studios,14/09/2010
Intellivision Lives!,DS,Virtual Play Games,Intellivision Productions Inc.,14/09/2010
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,Nippon Ichi Software,Flight-Plan,16/09/2010
Sports Champions    Read the review,PS3,Sony Computer Entertainment,SCE San Diego Studio,17/09/2010
EyePet    Read the review,PS3,Sony Computer Entertainment,SCEE London Studio,17/09/2010
Kung Fu Rider,PS3,Sony Computer Entertainment,SCE Japan Studio,17/09/2010
New Carnival Games,Wii,2K Games,Cat Daddy Games,21/09/2010
Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,Disney Interactive Studios,Hyde,21/09/2010
Brunswick Pro Bowling,PS3,Crave Entertainment,FarSight Studios,21/09/2010
Family Party: Fitness Fun,Wii,D3 Publisher,Tamsoft Corporation,21/09/2010
High Velocity Bowling,PS3,Sony Computer Entertainment,Team Ramrod,21/09/2010
Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,Mumbo Jumbo,MumboJumbo,21/09/2010
Ship Simulator Extremes,PC,Paradox Interactive,VSTEP,21/09/2010
Gormiti: The Lords of Nature!,Wii,Konami,Climax Group,21/09/2010
Florist Shop,DS,UFO Interactive,Tommo,21/09/2010
F1 2010,PC,Codemasters,Codemasters Birmingham,22/09/2010
Darksiders,PC,THQ,Vigil Games,23/09/2010
Face Training,DS,Nintendo,Intelligent Systems,24/09/2010
Arthur and the Revenge of Maltazard,PS3,Ubisoft,Avalanche Productions,24/09/2010
Pang: Magical Michael,DS,Rising Star,Rising Star Games,24/09/2010
Samurai Warriors 3,Wii,Nintendo,Omega Force,27/09/2010
Kid Fit Island Resort,Wii,SVG Distribution,Red Wagon,27/09/2010
FIFA Soccer 11    Read the review,PS3,EA Sports,EA Canada,28/09/2010
FIFA Soccer 11,X360,EA Sports,EA Canada,28/09/2010
Dead Rising 2,PS3,Capcom,Blue Castle Games,28/09/2010
Guitar Hero: Warriors of Rock,PS3,Activision,Neversoft Entertainment,28/09/2010
FIFA Soccer 11,PS2,EA Sports,EA Canada,28/09/2010
FIFA Soccer 11,DS,EA Sports,Exient Entertainment,28/09/2010
Rapala Pro Bass Fishing 2010,X360,Activision,FUN Labs,28/09/2010
MySims SkyHeroes,DS,Electronic Arts,The Sims Studio,28/09/2010
Rapala Pro Bass Fishing 2010,Wii,Activision,FUN Labs,28/09/2010
Plants vs. Zombies,X360,PopCap Games,PopCap Games,28/09/2010
Quantum Theory,PS3,Tecmo Koei,Team Tachyon,28/09/2010
FIFA Soccer 11,PC,EA Sports,HB Studios,28/09/2010
Scripps Spelling Bee,DS,THQ,"Webfoot Technologies, Inc.",28/09/2010
Chuck E. Cheese's Game Room,DS,UFO Interactive,Starfish,28/09/2010
MySims SkyHeroes,PS3,Electronic Arts,The Sims Studio,28/09/2010
Disney Sing It: Party Hits,PS3,Disney Interactive Studios,Zoe Mode,28/09/2010
Rapala Pro Bass Fishing 2010,DS,Activision,Activision,28/09/2010
MySims SkyHeroes,X360,Electronic Arts,The Sims Studio,28/09/2010
Rapala Pro Bass Fishing 2010,PSP,Activision,FUN Labs,28/09/2010
Quantum Theory,X360,Tecmo Koei,Team Tachyon,28/09/2010
Rapala Pro Bass Fishing 2010,PS2,Activision,FUN Labs,28/09/2010
The Treasures of Montezuma,DS,O-Games,Most Wanted Entertainment,28/09/2010
Once Upon A Time,Wii,Storm City Games,Storm City Games,28/09/2010
Monster Hunter Frontier Online: Season 9.0,X360,Capcom,Capcom,29/09/2010
Eiyuu Densetsu: Zero no Kiseki,PSP,Falcom Corporation,Nihon Falcom Corporation,30/09/2010
Shukufuku no Campanella Portable,PSP,Kadokawa Shoten,Kadokawa Shoten,30/09/2010
Gummy Bears Mini Golf,Wii,Storm City Games,Beyond Reality,30/09/2010
Jinguuji Saburou DS: Akai Chou,DS,Arc System Works,WorkJam,30/09/2010
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,Idea Factory,Idea Factory,30/09/2010
Love Once,PSP,Unknown,Maid meets Cat,30/09/2010
Honda ATV Fever,Wii,Storm City Games,Storm City Games,01/10/2010
Tropico 3: Gold Edition,PC,Kalypso,Haemimont Games,01/10/2010
Pro Evolution Soccer 2011,PS3,Konami,Konami,05/10/2010
NBA 2K11,PS3,2K Sports,Visual Concepts,05/10/2010
NBA 2K11,Wii,2K Sports,Visual Concepts,05/10/2010
NBA Jam    Read the review,Wii,EA Sports,EA Canada,05/10/2010
Def Jam Rapstar,PS3,Konami,4mm Games / Terminal Reality,05/10/2010
Def Jam Rapstar,Wii,Konami,4mm Games / Terminal Reality,05/10/2010
Ben 10 Ultimate Alien: Cosmic Destruction,PS3,D3 Publisher,Papaya Studios,05/10/2010
Ben 10 Ultimate Alien: Cosmic Destruction,PSP,D3 Publisher,Papaya Studios,05/10/2010
Jewels of the Tropical Lost Island,DS,City Interactive,TBA,05/10/2010
NBA 2K11,PC,2K Sports,Visual Concepts,05/10/2010
Ben 10 Ultimate Alien: Cosmic Destruction,X360,D3 Publisher,Papaya Studios,05/10/2010
Sid Meier's Pirates!,Wii,2K Games,Firaxis Games,05/10/2010
Solitaire Overload Plus,DS,Telegames,Cosmigo,05/10/2010
Who Wants to Be a Millionaire: 3rd Edition,Wii,Ubisoft,Ubisoft,05/10/2010
Sports Collection,DS,Ubisoft,Ubisoft Pune,05/10/2010
Petz Fantasy: Sunshine Magic,DS,Ubisoft,Ubisoft,05/10/2010
Crime Lab: Body of Evidence,DS,City Interactive,City Interactive,05/10/2010
Who Wants to Be a Millionaire: 3rd Edition,DS,Ubisoft,Ubisoft,05/10/2010
Who Wants to be a Millionaire: 1st Edition,Wii,Ubisoft,Route 1 Games,05/10/2010
Who Wants to be a Millionaire: 1st Edition,DS,Ubisoft,Route 1 Games,05/10/2010
John Daly's ProStroke Golf,PC,O-Games,Gusto Games,05/10/2010
Pheasants Forever Wingshooter,Wii,GameMill,High Voltage Software,06/10/2010
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,Namco Bandai,Bandai Namco Games,07/10/2010
Dragon's Lair Trilogy,Wii,Destineer,Digital Leisure Inc.,08/10/2010
SingStar Guitar,PS3,Sony Computer Entertainment,SCEE London Studio,08/10/2010
Lionheart: Kings' Crusade    Read the review,PC,Paradox Interactive,Neocore Games,08/10/2010
Deal or No Deal: Special Edition,DS,Zoo Games,Zoo Games,11/10/2010
Medal of Honor,PS3,Electronic Arts,EA Los Angeles,12/10/2010
Medal of Honor,PC,Electronic Arts,EA Los Angeles,12/10/2010
Sengoku Basara: Samurai Heroes,Wii,Capcom,Capcom,12/10/2010
TV Superstars,PS3,Sony Computer Entertainment,SCEE Cambridge,12/10/2010
Lufia: Curse of the Sinistrals,DS,Natsume,Neverland Company,12/10/2010
Lucha Libre AAA: Heroes del Ring,PS3,Konami,Immersion Software & Graphics,12/10/2010
Lucha Libre AAA: Heroes del Ring,X360,Konami,Immersion Software & Graphics,12/10/2010
River City Super Sports Challenge,DS,Aksys Games,"Million Co., Ltd.",12/10/2010
Borderlands: Game of the Year Edition,PS3,2K Games,Gearbox Software,12/10/2010
Logic Machines,DS,City Interactive,City Interactive,13/10/2010
DJ Max Portable 3,PSP,PM Studios,Pentavision Entertainment,14/10/2010
Ginga Tetsudou 999 DS,DS,Culture Brain,Culture Brain,14/10/2010
Buzz! The Ultimate Music Quiz,PS3,Sony Computer Entertainment,Relentless Software,15/10/2010
Heathcliff! Frantic Foto,DS,Storm City Games,Storm City Games,15/10/2010
I Love Puppies,DS,Destineer,LvivMedia,18/10/2010
RailWorks 2: Train Simulator,PC,RailSimulator.com,RailSimulator.com,18/10/2010
Fallout: New Vegas    Read the review,X360,Bethesda Softworks,Obsidian Entertainment,19/10/2010
Fallout: New Vegas,PS3,Bethesda Softworks,Obsidian Entertainment,19/10/2010
Naruto Shippuden: Ultimate Ninja Storm 2,X360,Namco Bandai,CyberConnect2,19/10/2010
DJ Hero 2,Wii,Activision,FreeStyle Games,19/10/2010
ZhuZhu Pets 2: Featuring The Wild Bunch,DS,Activision,Black Lantern Studios,19/10/2010
Time Crisis: Razing Storm,PS3,Namco Bandai,Nex Entertainment,19/10/2010
Cars Toon: Mater's Tall Tales,Wii,Disney Interactive Studios,Papaya Studios,19/10/2010
Vanquish,X360,Sega,PlatinumGames,19/10/2010
EA Sports MMA,PS3,EA Sports,EA Tiburon,19/10/2010
Cabela's Dangerous Hunts 2011,PS3,Activision,Cauldron,19/10/2010
Cabela's Dangerous Hunts 2011,X360,Activision,Cauldron,19/10/2010
Dragon Ball Z: Tenkaichi Tag Team,PSP,Namco Bandai,Dimps Corporation,19/10/2010
Saw II: Flesh & Blood    Read the review,X360,Konami,Zombie Studios,19/10/2010
Active Life Explorer,Wii,Namco Bandai,Namco Bandai Games,19/10/2010
Power Gig: Rise of the SixString,PS3,Unknown,Seven45 Studios,19/10/2010
Cabela's Dangerous Hunts 2011,DS,Activision,Sproing Interactive Media GMBH,19/10/2010
Power Gig: Rise of the SixString,X360,Unknown,Seven45 Studios,19/10/2010
Cosmos Chaos!,DS,Mentor Interactive,Mentor Interactive,19/10/2010
Rock of the Dead,PS3,Conspiracy Entertainment,Epicenter Studios,19/10/2010
Girls Only,DS,O-Games,Most Wanted Entertainment,19/10/2010
Casper's Scare School: Spooky Sports Day,Wii,Crave Entertainment,The Code Monkeys,19/10/2010
Casper's Scare School: Spooky Sports Day,DS,Crave Entertainment,The Code Monkeys,19/10/2010
John Daly's ProStroke Golf,X360,O-Games,Gusto Games,19/10/2010
Get Fit with Mel B,PS3,Deep Silver,Lightning Fish,20/10/2010
Sesame Street: Elmo's A-to-Zoo Adventure,Wii,Warner Bros. Interactive,Black Lantern Studios,20/10/2010
Sesame Street: Elmo's A-to-Zoo Adventure,DS,Warner Bros. Interactive,Black Lantern Studios,20/10/2010
Sesame Street: Cookie's Counting Carnival,DS,Warner Bros. Interactive,Black Lantern Studios,20/10/2010
Beat Sketch!,PS3,Sony Computer Entertainment,"Will Co., Ltd. Noisycroak",21/10/2010
Strike Witches 2: Iyasu Naosu Punipunisuru,DS,Kadokawa Shoten,Kadokawa Shoten,21/10/2010
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,Takara Tomy,Takara Tomy,21/10/2010
My First Songs,Wii,Mindscape,Mindscape Inc.,22/10/2010
Shaun White Skateboarding,Wii,Ubisoft,Ubisoft Montreal,24/10/2010
Shaun White Skateboarding,PC,Ubisoft,Ubisoft Montreal,24/10/2010
The Sims 3,PS3,Electronic Arts,The Sims Studio,26/10/2010
Star Wars: The Force Unleashed II,X360,LucasArts,LucasArts,26/10/2010
WWE SmackDown vs. Raw 2011,PS3,THQ,JAKKS Pacific,26/10/2010
Hasbro Family Game Night 3,Wii,Electronic Arts,EA Bright Light,26/10/2010
WWE SmackDown vs. Raw 2011,PSP,THQ,JAKKS Pacific,26/10/2010
Crafting Mama,DS,Majesco,Cooking Mama Limited,26/10/2010
Rock Band 3,PS3,MTV Games,Harmonix Music Systems,26/10/2010
Tony Hawk: Shred,Wii,Activision,Buzz Monkey Software,26/10/2010
WWE SmackDown vs. Raw 2011,PS2,THQ,JAKKS Pacific,26/10/2010
Digging for Dinosaurs,DS,Scholastic Inc.,CokeM Interactive,26/10/2010
The Shoot,PS3,Sony Computer Entertainment,Cohort Studios,26/10/2010
Tony Hawk: Shred,PS3,Activision,Robomodo,26/10/2010
Monopoly Streets,X360,Electronic Arts,Electronic Arts,26/10/2010
Tony Hawk: Shred,X360,Activision,Robomodo,26/10/2010
Hasbro Family Game Night 3,PS3,Electronic Arts,EA Bright Light,26/10/2010
CSI: Fatal Conspiracy,Wii,Ubisoft,Telltale Games,26/10/2010
Jewel Master: Cradle of Athena,DS,Storm City Games,TBD,26/10/2010
Backyard Sports Football: Rookie Rush,DS,Atari,HB Studios,26/10/2010
Rudolph the Red-Nosed Reindeer,Wii,Crave Entertainment,High Voltage Software,26/10/2010
Rudolph the Red-Nosed Reindeer,DS,Crave Entertainment,Glyphic Entertainment,26/10/2010
Z.H.P. Unlosing Ranger vs Darkdeath Evilman    Read the review,PSP,NIS America,Nippon Ichi Software,26/10/2010
Blood Drive,X360,Activision,Activision,26/10/2010
Dora's Big Birthday Adventure,Wii,2K Play,TBA,26/10/2010
Dora's Cooking Club,DS,2K Play,2K Play,26/10/2010
Rock Band 3,DS,MTV Games,Harmonix Music Systems,26/10/2010
Diego's Build & Rescue,DS,2K Play,2K Play,26/10/2010
Blood Drive,PS3,Activision,Activision,26/10/2010
My Amusement Park,DS,Scholastic Inc.,Scholastic Inc.,26/10/2010
Dora's Big Birthday Adventure,PS2,2K Play,TBA,26/10/2010
CSI: Fatal Conspiracy,PC,Ubisoft,Telltale Games,26/10/2010
Challenge Me: Brain Puzzles 2,PC,O-Games,O Games,26/10/2010
Hakuouki: Reimeiroku,PS2,Idea Factory,Idea Factory,28/10/2010
Zac to Ombra: Maboroshi no Yuuenchi,DS,Konami,Konami,28/10/2010
Da Capo I & II Plus Situation Portable,PSP,Kadokawa Shoten,Kadokawa Shoten,28/10/2010
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,Yeti,Yeti,28/10/2010
Ore no Yome: Anata Dake no Hanayome,X360,Idea Factory,Lupinus,28/10/2010
Tsuyo Kiss 2 Portable,PSP,Unknown,NetRevo,28/10/2010
Blood Bowl: Legendary Edition,PC,Focus Home Interactive,Cyanide Studio,28/10/2010
"Sharin no Kuni, Himawari no Shoujo",X360,5pb,5pb. Games,28/10/2010
Know How 2,DS,7G//AMES,Bitfield GmbH,28/10/2010
The X-Factor,Wii,Deep Silver,Deep Silver,29/10/2010
The X-Factor,PS3,Deep Silver,Deep Silver,29/10/2010
The X-Factor,X360,Deep Silver,Deep Silver,29/10/2010
Family Trainer: Treasure Adventure,Wii,Namco Bandai,High Horse Entertainment,29/10/2010
Chevrolet Camaro: Wild Ride,Wii,Storm City Games,Storm City Games,30/10/2010
GoldenEye 007    Read the review,Wii,Activision,Eurocom Entertainment Software,02/11/2010
The Biggest Loser: Ultimate Workout,X360,THQ,Blitz Games,02/11/2010
James Bond 007: Blood Stone,X360,Activision,Bizarre Creations,02/11/2010
Wheel of Fortune,DS,THQ,"Pipeworks Software, Inc.",02/11/2010
EyePet,PSP,Sony Computer Entertainment,SCEE London Studio,02/11/2010
